key,type,citation,link,notes
skok-saasmetrics,theory,"Skok, SaaS Metrics 2.0 -- A Guide to Measuring and Improving What Matters (forEntrepreneurs.com, 2013)",https://www.forentrepreneurs.com/saas-metrics-2/,"Definitive early framework for SaaS revenue metrics (CAC, LTV, churn); anchors revenue-analytics leveling"
slsa,standard,"OpenSSF, SLSA (Supply-chain Levels for Software Artifacts), Version 1.0 (2023)",https://slsa.dev/spec/v1.0/levels,Build-provenance maturity levels L0-L3 for artifact supply-chain integrity
smith2001-shiftleft,theory,"Smith, Shift-Left Testing, Dr. Dobb's Journal 26(9) (2001)",https://jacobfilipp.com/DrDobbs/articles/DDJ/2001/0109/0109e/0109e.htm,"Coined 'shift-left testing'; origin article, archived mirror of Dr. Dobb's (original site defunct)"
snoek2012-bayesopt,theory,"Snoek, Larochelle & Adams, Practical Bayesian Optimization of Machine Learning Algorithms, NeurIPS 2012",https://arxiv.org/abs/1206.2944,Bayesian optimization for efficient high-dimensional hyperparameter search
snowden-boone2007,theory,"Snowden & Boone, A Leader's Framework for Decision Making, Harvard Business Review (Nov 2007)",https://hbr.org/2007/11/a-leaders-framework-for-decision-making,Cynefin framework: simple/complicated/complex/chaotic decision contexts
snowden2007-cynefin,theory,"Snowden & Boone, A Leader's Framework for Decision Making, Harvard Business Review 85(11), 68-76 (2007)",https://hbr.org/2007/11/a-leaders-framework-for-decision-making,Cynefin framework for simple/complicated/complex/chaotic decision contexts; grounds ambiguity leveling
souders2007,theory,"Souders, High Performance Web Sites: Essential Knowledge for Front-End Engineers (O'Reilly, 2007)",,14 rules for faster-loading pages; founding text of web performance engineering
sox2002-s404,standard,"U.S. Congress, Sarbanes-Oxley Act of 2002, Section 404 (Public Law 107-204, 116 Stat. 745)",https://www.govinfo.gov/content/pkg/PLAW-107publ204/html/PLAW-107publ204.htm,Statutory requirement for management assessment and independent auditor attestation on internal control over financial reporting
spencer2009-cardsorting,theory,"Spencer, Card Sorting: Designing Usable Categories (Rosenfeld Media, 2009)",https://rosenfeldmedia.com/books/card-sorting/,Standard card-sorting/tree-testing methodology for independent practitioners; link 403s but title/author/publisher confirmed by web search
sre2016,company-ladder,"Beyer, Jones, Petoff & Murphy (eds.), Site Reliability Engineering: How Google Runs Production Systems (O'Reilly/Google, 2016)",https://sre.google/sre-book/table-of-contents/,Google's published postmortem/root-cause and diagnostic-tooling practice; anchors debugging leveling
sridharan2018,theory,"Sridharan, Distributed Systems Observability: A Guide to Building Robust Systems (O'Reilly, 2018)",https://www.oreilly.com/library/view/distributed-systems-observability/9781492033431/,Three pillars of observability (logs metrics traces) and instrumentation challenges at scale -- link 403s to automated clients but title/publisher/year confirmed by WebSearch
star-griesemer1989,theory,"Star & Griesemer, Institutional Ecology, 'Translations,' and Boundary Objects: Amateurs and Professionals in Berkeley's Museum of Vertebrate Zoology, 1907-39, Social Studies of Science 19(3), 387-420 (1989)",https://journals.sagepub.com/doi/10.1177/030631289019003001,Boundary-object theory of artifacts mediating between professional communities; grounds handoff-artifact leveling; link 403s but title/author/venue confirmed by web search
statcounter-android,empirical,"StatCounter, Android Version Market Share Worldwide (accessed 2026-07)",https://gs.statcounter.com/android-version-market-share,Live measurement of OS-version fragmentation across the installed base
stepper2015-workingoutloud,theory,"Stepper, Working Out Loud: For a Better Career and Life (Ikigai Press, 2015)",https://workingoutloud.com/,Peer-visible knowledge-sharing practice; grounds knowledge-sharing leveling
stevens1994,theory,"Stevens, TCP/IP Illustrated, Volume 1: The Protocols (Addison-Wesley, 1994)",https://archive.org/details/addison-wesley-richard-stevens-tcp-ip-illustrated-the-protocols-volume-1,Canonical packet-level protocol-internals reference; verified via WebSearch + curl (HTTP 200)
stone-heen2014-thanksforfeedback,theory,"Stone & Heen, Thanks for the Feedback: The Science and Art of Receiving Feedback Well (Viking, 2014)",https://www.stoneandheen.com/thanks-feedback,Receiving-feedback framework; grounds early-career feedback-acceptance leveling
strang2016-linalg,theory,"Strang, Introduction to Linear Algebra, 5th Edition (Wellesley-Cambridge Press, 2016)",https://math.mit.edu/~gs/linearalgebra/ila5/indexila5.html,Standard linear algebra reference underlying ML mathematics
suri2023,empirical,"Suri, Taneja, Bhanot, Sharma & Raj, Cross-Platform Empirical Analysis of Mobile Application Development Frameworks: Kotlin, React Native and Flutter, ACM ICIMMI (2023)",https://dl.acm.org/doi/10.1145/3590837.3590897,Empirical performance comparison quantifying native-vs-shared-code tradeoffs
swc-registry,standard,"SmartContractSecurity, SWC Registry: Smart Contract Weakness Classification and Test Cases (accessed 2026-07)",https://swcregistry.io/,CWE-aligned weakness classification for smart contracts; implements EIP-1470's classification scheme
swebok3,standard,"IEEE Computer Society, Guide to the Software Engineering Body of Knowledge (SWEBOK), Version 3.0 (2014)",https://www.computer.org/education/bodies-of-knowledge/software-engineering,Industry-standard SE body of knowledge; 403 on automated fetch (bot-blocked) but title/publisher confirmed via web search
sweller1988,theory,"Sweller, Cognitive Load During Problem Solving: Effects on Learning, Cognitive Science 12(2), 257-285 (1988)",https://doi.org/10.1207/s15516709cog1202_4,Foundational cognitive load theory; extraneous vs. intrinsic load -- DOI 403s to automated clients (Wiley) but title/journal/vol/pages confirmed by WebSearch
swink2008,theory,"Swink, Game Feel: A Game Designer's Guide to Virtual Sensation (Morgan Kaufmann/CRC Press, 2008)",https://www.routledge.com/Game-Feel-A-Game-Designers-Guide-to-Virtual-Sensation/Swink/p/book/9780123743282,Standard reference for feedback/juice design
tc39-modules,standard,"TC39 / Ecma International, ECMAScript Modules, ECMA-262 section 16.2 (2024)",https://tc39.es/ecma262/#sec-modules,Standard module-resolution and static-import semantics that bundlers implement
thengvall2018,theory,"Thengvall, The Business Value of Developer Relations: How and Why Technical Communities Are Key To Your Success (Apress, 2018)",https://www.apress.com/us/the-business-value-of-developer-relations/16272730,Foundational DevRel practice book; grounds community-building and evangelism leveling
thomas-johnston1981,theory,"Thomas & Johnston, Disney Animation: The Illusion of Life (Abbeville Press, 1981)",,Source of the twelve principles of animation adopted into UI motion-design engineering
titlevii1964,standard,"U.S. Congress, Title VII of the Civil Rights Act of 1964, as enforced by the U.S. Equal Employment Opportunity Commission (accessed 2026-07)",https://www.eeoc.gov/statutes/title-vii-civil-rights-act-1964,"Foundational federal anti-discrimination statute; anchors DEI, employee-relations, and compliance leveling"
torres2021-continuous-discovery,theory,"Torres, Continuous Discovery Habits: Discover Products that Create Customer Value and Business Value (Product Talk LLC, 2021)",https://www.producttalk.org/continuous-discovery-habits-book/,Weekly-touchpoint discovery cadence and the opportunity-solution-tree method
totten2014,theory,"Totten, An Architectural Approach to Level Design (CRC Press, 2014; 2nd ed. 2019)",https://www.routledge.com/Architectural-Approach-to-Level-Design-Second-edition/Totten/p/book/9780815361367,"Level design theory grounded in architectural/spatial design; link is 2nd ed. landing page, 1st ed. (2014) confirmed via web search"
tsia-csm-maturity,standard,"TSIA (Technology & Services Industry Association), The Customer Success Maturity Model (accessed 2026-07)",https://www.tsia.com/blog/4-phases-of-customer-success-maturity,Four-phase (Forming/Storming/Norming/Performing) benchmark for customer success organizational maturity
tufte1983,theory,"Tufte, The Visual Display of Quantitative Information (Graphics Press, 1983)",https://www.edwardtufte.com/tufte/books_vdqi,Founding text of statistical-graphic design and data-ink discipline
tukey1977,theory,"Tukey, Exploratory Data Analysis (Addison-Wesley, 1977)",,Founding text of exploratory profiling and pattern-surfacing as a distinct analytical discipline
ulrich1997,theory,"Ulrich, Human Resource Champions: The Next Agenda for Adding Value and Delivering Results (Harvard Business School Press, 1997)",,"Origin of the four-role (Administrative Expert/Employee Champion/Change Agent/Strategic Partner) HR Business Partner model; verified via web search (SHRM 1997 Book of the Year), no stable canonical publisher URL"
ulrich2012,theory,"Ulrich, Younger, Brockbank & Ulrich, HR from the Outside In: Six Competencies for the Future of Human Resources (McGraw-Hill, 2012)",https://www.rbl.net/insights/books/hr-from-the-outside-in-six-competencies-for-the-future-of-human-resources,Sixth-round global HR Competency Study; six competencies from Credible Activist to Strategic Positioner anchor HR partnering leveling
unicode-cldr,standard,"Unicode Consortium, Common Locale Data Repository (CLDR)",https://cldr.unicode.org/,"Canonical locale data (plural, date, number, bidi) backing production i18n"
vanweele2018,theory,"Van Weele, Purchasing and Supply Chain Management: Analysis, Strategy, Planning and Practice, 7th ed. (Cengage Learning EMEA, 2018)",https://archive.org/details/purchasingsupply0000weel_p8p8,"Six-stage purchasing development model, transactional through value-chain orientation, used to grade sourcing/category maturity"
vaswani2017,theory,"Vaswani et al., Attention Is All You Need, NeurIPS 2017",https://arxiv.org/abs/1706.03762,Transformer architecture; foundational attention-based design others adopted
verma2015,empirical,"Verma et al., Large-scale Cluster Management at Google with Borg (ACM EuroSys, 2015)",https://research.google/pubs/large-scale-cluster-management-at-google-with-borg/,Empirical scheduling and background-processing design at scale; precursor to Kubernetes
w3c-html-spec,standard,"WHATWG, HTML Living Standard (accessed 2026-07)",https://html.spec.whatwg.org/multipage/,"Semantic elements, custom elements, session history, and the formal browser event-loop model"
w3c-i18n,standard,"W3C, Internationalization (i18n) Activity (W3C, accessed 2026-07)",https://www.w3.org/International/,Localization/internationalization standards body; grounds cross-locale content strategy leveling
w3c-webdriver,standard,"W3C, WebDriver, Level 2 (accessed 2026-07)",https://www.w3.org/TR/webdriver2/,Standard remote-control protocol underlying browser UI/end-to-end automation tools
wack1985,theory,"Wack, Scenarios: Uncharted Waters Ahead, Harvard Business Review (September-October 1985)",https://hbr.org/1985/09/scenarios-uncharted-waters-ahead,Shell scenario-planning method; distinguishes mechanical scenario generation from decision-changing foresight
wai-aria12,standard,"W3C, Accessible Rich Internet Applications (WAI-ARIA) 1.2 (2023)",https://www.w3.org/TR/wai-aria-1.2/,"Roles, states, and properties for assistive-technology semantics"
wallace2004-sop,theory,"Wallace & Stahl, Sales and Operations Planning: The How-To Handbook, 3rd Edition (T.F. Wallace & Co., 2004)",,"Definitive practitioner handbook for the monthly S&OP cycle and executive-consensus facilitation; verified via web search, no stable canonical publisher URL"
wcag22,standard,"W3C, Web Content Accessibility Guidelines (WCAG) 2.2 (2023)",https://www.w3.org/TR/WCAG22/,A/AA/AAA conformance criteria for accessible interfaces
web-vitals,empirical,"Google, Core Web Vitals, built on the Chrome User Experience Report (2020-)",https://web.dev/articles/vitals,"Field-data thresholds (LCP, INP, CLS) for real-world frontend performance"
wei2022-cot,theory,"Wei et al., Chain-of-Thought Prompting Elicits Reasoning in Large Language Models, NeurIPS 2022",https://arxiv.org/abs/2201.11903,Decomposition/chaining prompting technique for complex reasoning
wenger1998-communitiesofpractice,theory,"Wenger, Communities of Practice: Learning, Meaning, and Identity (Cambridge University Press, 1998)",,Legitimate peripheral participation and community-of-practice theory
werner2022-defi-sok,empirical,"Werner, Perez, Gudgeon, Klages-Mundt, Harz & Knottenbelt, SoK: Decentralized Finance (DeFi), Proc. 4th ACM Conference on Advances in Financial Technologies (AFT 2022), 30-46",https://arxiv.org/abs/2101.08778,Systematization of DeFi mechanism design and risk
wertheimer1923-gestalt,theory,"Wertheimer, Laws of Organization in Perceptual Forms, Psychologische Forschung 4, 301-350 (1923); trans. in Ellis (Ed.), A Source Book of Gestalt Psychology (1938)",https://psychclassics.yorku.ca/Wertheimer/Forms/forms.htm,Origin of Gestalt grouping laws (proximity/similarity/closure) underlying visual hierarchy judgment
white2011-graphicdesign,theory,"White, The Elements of Graphic Design, 2nd Edition (Allworth Press, 2011)",https://www.skyhorsepublishing.com/allworth-press/9781581157628/the-elements-of-graphic-design/,Hierarchy/rhythm/dominance framework for visual-layout craft
who-icd11-burnout,standard,"World Health Organization, ICD-11 QD85 Burn-out, an occupational phenomenon (2019)",https://www.who.int/news/item/28-05-2019-burn-out-an-occupational-phenomenon-international-classification-of-diseases,Formal classification of burnout as a workplace-stress syndrome
whyte2021,theory,"Whyte (with Dunkel & Napoli), MEDDICC: The Ultimate Guide to Staying One Step Ahead in the Complex Sale (self-published, 2021)",https://meddicc.com/meddicc-the-book,"Codifies the MEDDIC/MEDDPICC deal-qualification methodology originated at PTC in 1996; anchors rigorous, ambiguous-opportunity qualification leveling"
wickham2014,theory,"Wickham, Tidy Data, Journal of Statistical Software 59(10), 1-23 (2014)",https://www.jstatsoft.org/v59/i10/,Formal structure for reshaping/cleaning data into analysis-ready shape
willink-babin2015-extremeownership,theory,"Willink & Babin, Extreme Ownership: How U.S. Navy SEALs Lead and Win (St. Martin's Press, 2015)",https://openlibrary.org/books/OL27197173M/Extreme_ownership,Ownership/accountability leadership doctrine; grounds delivery-accountability leveling
wilson1995-storage,theory,"Wilson, Johnstone, Neely & Boles, Dynamic Storage Allocation: A Survey and Critical Review, Proc. IWMM 1995, LNCS 986",https://www.cs.hmc.edu/~oneill/gc-library/Wilson-Alloc-Survey-1995.pdf,Survey of memory allocator design and lifetime/fragmentation trade-offs
winters2020,theory,"Winters, Manshreck & Wright, Software Engineering at Google: Lessons Learned from Programming Over Time (O'Reilly, 2020)",https://abseil.io/resources/swe-book,Distinguishes programming from org-scale software engineering; anchors org-wide standard-setting levels
wipo-ip-handbook,standard,"World Intellectual Property Organization, WIPO Intellectual Property Handbook: Policy, Law and Use, Second Edition",https://tind.wipo.int/record/24455,"Standard reference on patent/trademark/copyright administration, enforcement, and international treaty practice."
wlaschin2018,theory,"Wlaschin, Domain Modeling Made Functional: Tackle Software Complexity with Domain-Driven Design and F# (Pragmatic Bookshelf, 2018)",https://pragprog.com/titles/swdddf/domain-modeling-made-functional/,Making illegal states unrepresentable via types; anchors type-system domain modeling leveling
womack1996,theory,"Womack & Jones, Lean Thinking: Banish Waste and Create Wealth in Your Corporation (Simon & Schuster, 1996)",https://www.lean.org/store/book/lean-thinking-2nd-edition/,Value-stream mapping and waste-elimination method generalized beyond Toyota; anchors standard process-improvement leveling
wood2014-yellowpaper,theory,"Wood, Ethereum: A Secure Decentralised Generalised Transaction Ledger (Ethereum Yellow Paper, 2014)",https://ethereum.github.io/yellowpaper/paper.pdf,Formal EVM execution and gas-accounting specification
worldatwork-trm,standard,"WorldatWork, Total Rewards Model: A Framework for Attracting, Motivating, and Retaining Employees (WorldatWork, updated periodically)",https://worldatwork.org/tools/details/total-rewards-model-a-guide,Five-element (compensation/benefits/wellbeing/careers/recognition) professional-practice standard since 2000; anchors total-rewards and benefits leveling
wu2023-autogen,theory,"Wu et al., AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation (2023)",https://arxiv.org/abs/2308.08155,Multi-agent orchestration framework and conversation patterns
yao2022-react,theory,"Yao et al., ReAct: Synergizing Reasoning and Acting in Language Models, ICLR 2023",https://arxiv.org/abs/2210.03629,Formalizes the plan-act-observe agent loop
zaharia2018-mlflow,theory,"Zaharia et al., Accelerating the Machine Learning Lifecycle with MLflow, IEEE Data Engineering Bulletin 41(4), 39-45 (2018)",https://people.eecs.berkeley.edu/~matei/papers/2018/ieee_mlflow.pdf,Experiment/model lineage tracking for reproducibility
zamyatin2021-sok,theory,"Zamyatin, Al-Bassam, Zindros, Kokoris-Kogias, Moreno-Sanchez, Kiayias & Knottenbelt, SoK: Communication Across Distributed Ledgers, Financial Cryptography and Data Security 2021 (LNCS 12675), 3-36",https://iohk.io/en/research/library/papers/sokcommunication-across-distributed-ledgers/,Systematization of cross-chain interoperability protocol design
zeller2009,theory,"Zeller, Why Programs Fail: A Guide to Systematic Debugging, 2nd Edition (Morgan Kaufmann, 2009)",https://www.oreilly.com/library/view/why-programs-fail/9780123745156/,Systematic-debugging-as-discipline framework
zheng-casari2018,theory,"Zheng & Casari, Feature Engineering for Machine Learning: Principles and Techniques for Data Scientists (O'Reilly, 2018)",https://www.oreilly.com/library/view/feature-engineering-for/9781491953235/,Catalog of standard feature transformation techniques
zheng2023-mtbench,empirical,"Zheng et al., Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena, NeurIPS 2023",https://arxiv.org/abs/2306.05685,Validates and characterizes LLM-as-judge evaluation methodology
zinkevich-rules-of-ml,theory,"Zinkevich, Rules of Machine Learning: Best Practices for ML Engineering, Google (accessed 2026-07)",https://developers.google.com/machine-learning/guides/rules-of-ml,"Practice rules incl. leakage, training/serving skew, launching without ML"
zinsser2006-onwritingwell,theory,"Zinsser, On Writing Well: The Classic Guide to Writing Nonfiction, 30th Anniversary Edition (Harper Perennial, 2006)",https://openlibrary.org/books/OL3430145M/On_Writing_Well,Classic clarity-in-writing reference; grounds written communication leveling
zoltners2004,theory,"Zoltners, Sinha & Lorimer, Sales Force Design for Strategic Advantage (Palgrave Macmillan, 2004)",https://link.springer.com/content/pdf/10.1057/9780230514928.pdf,"Segmentation, alignment and sizing framework from research across 300+ sales forces; anchors territory-planning and sales-operations leveling"
whitmore1992-coaching,theory,"Whitmore, Coaching for Performance: GROWing Human Potential and Purpose, 4th ed. (Nicholas Brealey, 2009; orig. 1992)",https://www.nicholasbrealey.com/coaching-for-performance/,GROW model; origin of the coach-not-tell manager stance
deci-ryan2000-sdt,theory,"Deci & Ryan, The ""What"" and ""Why"" of Goal Pursuits: Human Needs and the Self-Determination of Behavior, Psychological Inquiry 11(4), 227-268 (2000)",https://doi.org/10.1207/S15327965PLI1104_01,"Autonomy, competence, relatedness drive durable engagement over extrinsic reward"
noda2023-devex,empirical,"Noda, Storey, Forsgren & Greiler, DevEx: What Actually Drives Productivity, ACM Queue 21(2) (2023)",https://queue.acm.org/detail.cfm?id=3595878,"Feedback loops, cognitive load, flow state as the measurable drivers of developer productivity"
spotify2020-goldenpaths,company-ladder,"Spotify Engineering, How We Use Golden Paths to Solve Fragmentation in Our Software Ecosystem (Spotify Engineering Blog, 2020)",https://engineering.atspotify.com/2020/08/how-we-use-golden-paths-to-solve-fragmentation-in-our-software-ecosystem/,Origin of the golden-path/paved-road pattern for internal platforms
bottcher2018-platforms,theory,"Bottcher, What I Talk About When I Talk About Platforms (martinfowler.com, 2018)",https://martinfowler.com/articles/talk-about-platforms.html,Thinnest-viable-platform framing; a platform's job is to cut cognitive load through self-service interfaces
majors2022-observability,theory,"Majors, Fong-Jones & Miranda, Observability Engineering: Achieving Production Excellence (O'Reilly, 2022)",https://www.oreilly.com/library/view/observability-engineering/9781492076438/,"High-cardinality, high-dimensionality telemetry vs. traditional monitoring"
conway1968,theory,"Conway, How Do Committees Invent?, Datamation 14(4), 28-31 (1968)",https://www.melconway.com/Home/Committees_Paper.html,Conway's Law: system design mirrors the communication structure of the organization that builds it
larson2019-elegant-puzzle,company-ladder,"Larson, An Elegant Puzzle: Systems of Engineering Management (Stripe Press, 2019)",https://press.stripe.com/an-elegant-puzzle,"Sizing teams, technical strategy, and org design for engineering leadership"
wardley2016-maps,theory,"Wardley, Wardley Maps: Topographical Intelligence in Business (2016, online book)",https://wardleymaps.com/,Value-chain mapping against evolution (genesis to commodity) for technical strategy
kornferry2014-leadership-architect,standard,"Korn Ferry, Korn Ferry Leadership Architect Global Competency Framework (2014)",https://www.kornferry.com/capabilities/talent-suite/korn-ferry-assess/leadership-architect,38-competency leadership model incl. Financial Acumen; industry-standard leveling reference
brooks1975-mythical-man-month,theory,"Brooks, The Mythical Man-Month: Essays on Software Engineering, Anniversary ed. (Addison-Wesley, 1995; orig. 1975)",https://en.wikipedia.org/wiki/The_Mythical_Man-Month,Adding manpower to a late project makes it later; coordination cost scales with headcount
freeman1984-stakeholder,theory,"Freeman, Strategic Management: A Stakeholder Approach (Pitman, 1984)",,Origin of stakeholder theory: managing for groups who affect or are affected by the organization
bungay2011-art-of-action,theory,"Bungay, The Art of Action: How Leaders Close the Gaps between Plans, Actions and Results (Nicholas Brealey, 2011)",,Directed opportunism / mission command applied to business execution across org gaps
drucker1967-effective-executive,theory,"Drucker, The Effective Executive (Harper & Row, 1967)",,Managerial effectiveness as a practice of self-management; delegation and priority-setting
marquet2012-turn-the-ship,company-ladder,"Marquet, Turn the Ship Around!: A True Story of Turning Followers into Leaders (Portfolio/Penguin, 2013; orig. 2012)",,Leader-leader model: pushing authority and decision rights down to where the information is
loehr-schwartz2003-full-engagement,theory,"Loehr & Schwartz, The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal (Free Press, 2003)",,"Sustainable performance managed through energy (physical, emotional, mental, spiritual), not just time"
kahneman2011-thinking-fast-slow,theory,"Kahneman, Thinking, Fast and Slow (Farrar, Straus and Giroux, 2011)","https://en.wikipedia.org/wiki/Thinking,_Fast_and_Slow",System 1 / System 2 reasoning; basis for structured decision-making under uncertainty
acm-code-of-ethics2018,standard,"ACM, ACM Code of Ethics and Professional Conduct (2018)",https://www.acm.org/code-of-ethics,Computing profession's ethics standard: public good as the primary consideration
duarte2012-hbr-guide,theory,"Duarte, HBR Guide to Persuasive Presentations (Harvard Business Review Press, 2012)",https://store.hbr.org/product/hbr-guide-to-persuasive-presentations/10058,"Structuring executive communication around audience needs, not speaker content"
nygard2011-adr,theory,"Nygard, Documenting Architecture Decisions (Cognitect blog, 2011)",https://cognitect.com/blog/2011/11/15/documenting-architecture-decisions,Origin of the Architecture Decision Record (ADR) pattern
gregg2020-systems-performance,theory,"Gregg, Systems Performance: Enterprise and the Cloud, 2nd ed. (Addison-Wesley, 2020)",https://www.brendangregg.com/systems-performance-2nd-edition-book.html,"USE method and capacity/performance methodology coupling cost, capacity and performance"
mcconnell2006-estimation,theory,"McConnell, Software Estimation: Demystifying the Black Art (Microsoft Press, 2006)",https://www.construx.com/store/software-estimation-demystifying-the-black-art/,"Estimation as a probabilistic forecast to calibrate, distinct from Code Complete"
deming1986-out-of-crisis,theory,"Deming, Out of the Crisis (MIT Center for Advanced Engineering Study, 1986)",,"14 points for management; continuous, systemic process improvement over inspection"
lombardo-eichinger2000-70-20-10,theory,"Lombardo & Eichinger, The Career Architect Development Planner, 3rd ed. (Lominger, 2000)",,"70-20-10 model of learning agility from experience, relationships and formal development"
edmondson2018-fearless-org,theory,"Edmondson, The Fearless Organization: Creating Psychological Safety in the Workplace for Learning, Innovation, and Growth (Wiley, 2018)",https://www.wiley.com/en-us/The+Fearless+Organization%3A+Creating+Psychological+Safety+in+the+Workplace+for+Learning%2C+Innovation%2C+and+Growth-p-9781119477242,Practitioner-facing extension of Edmondson's 1999 psychological-safety research to team leadership practice
