capability_id,level,source_keys,why
SAL-07,P3,cespedes2014,"Owning strategic account plans -- navigating ambiguous stakeholder maps and expansion paths autonomously -- is Cespedes's account-prioritization discipline applied with judgment to a portfolio's hardest, non-routine cases -- the Dreyfus competent band."
SAL-07,P4,cespedes2014,Defining the account-planning methodology and expansion approach other sellers adopt is codifying Aligning Strategy and Sales's account-prioritization framework into the org's own adopted playbook.
SAL-07,P5,sfia9,"Setting account strategy and growth standards while anticipating shifts in customer value is SFIA's Selling skill 'initiate, influence' level, applied to account strategy across the org."
SAL-07,P6,cespedes2014,"Aligning Strategy and Sales, cited as 'a must read' by Gartner and 'perhaps the best sales book ever' by Forbes, is a field reference connecting account strategy to sales execution; shaping practice the profession references at that scope is the Dreyfus master band."
SAL-08,P1,dreyfus1980,"Updating forecast inputs and quota tracking under direction, with figures reviewed, is explicit data entry without independent judgment calls -- the Dreyfus novice band."
SAL-08,P2,leslie2006,Producing a personal forecast independently and managing routine quota-attainment questions is applying the Sales Learning Curve's execution-phase discipline (once the org already knows how to sell the product) to one's own number -- the Dreyfus advanced-beginner band.
SAL-08,P3,csoinsights2018,"Owning forecasting for a team and reconciling ambiguous signals into reliable calls autonomously is the practice CSO Insights ties to 'world-class' forecast accuracy (57% vs. 47% average forecast win rate) -- judgment under ambiguity, the Dreyfus competent band."
SAL-08,P4,csoinsights2018,"Defining the forecasting methodology and quota-setting approach other leaders adopt is turning personal forecast discipline into the org's standard practice, the kind CSO Insights' benchmarking identifies as the differentiator between world-class and average sales organizations."
SAL-08,P5,leslie2006,"Setting forecasting strategy and quota standards while anticipating market and capacity shifts is applying the Sales Learning Curve's phase model (initiation/transition/execution) at the portfolio level -- deciding when a whole org is ready for aggressive quota, not just one rep's ramp."
SAL-08,P6,sfia9,"Defining forecasting practice the field follows, externally credible on predictability and quota design, is SFIA's Selling skill ceiling of organizational influence extended to external, cross-company recognition -- the Dreyfus master band."
SAL-09,P1,dreyfus1980,"Delivering enablement content and onboarding tasks under direction, with coaching reviewed, is running someone else's curriculum, not yet diagnosing skill gaps -- the Dreyfus novice band."
SAL-09,P2,csoinsights2019,"Running standard training and coaching independently, developing routine rep skills, is executing an established enablement program's content and coaching cadence unsupervised -- the Dreyfus advanced-beginner band CSO Insights' enablement study treats as baseline program delivery."
SAL-09,P3,csoinsights2019,"Owning enablement for a team -- diagnosing ambiguous performance gaps and coaching autonomously -- is the diagnostic, not just deliverable, practice CSO Insights' 5th Annual Sales Enablement Study links to measurably higher win rates, the Dreyfus competent band."
SAL-09,P4,csoinsights2019,"Defining the enablement curriculum and coaching model other trainers adopt is building the kind of formalized, cross-team enablement function CSO Insights' study identifies as distinguishing mature programs from ad hoc coaching."
SAL-09,P5,sfia9,"Setting enablement strategy and competency standards while anticipating skill needs is SFIA's Selling skill 'initiate, influence' level, applied to how a whole sales org builds capability."
SAL-09,P6,dixon2011,"CEB's Challenger research on what separates top from average performers reshaped enablement and coaching practice industry-wide (coaching toward commercial teaching, not generic skills); shaping practice the profession references is the Dreyfus master band."
SAL-10,P1,dreyfus1980,"Supporting partner deals and registrations under direction, with terms reviewed, is explicit, checked administrative work -- the Dreyfus novice band."
SAL-10,P2,friedman1999,Managing routine partner-sourced deals independently and handling standard channel conflict is executing The Channel Advantage's multi-channel deal-routing rules on ordinary cases unsupervised -- the Dreyfus advanced-beginner band.
SAL-10,P3,friedman1999,Owning channel revenue for a region and resolving ambiguous partner and conflict situations autonomously is applying the book's channel-mix and conflict-resolution framework with judgment to the non-routine cases it was written to address -- the Dreyfus competent band.
SAL-10,P4,friedman1999,"Defining the channel-selling model and partner-engagement approach other reps adopt is codifying Friedman & Furey's channel-design method into the org's own adopted model, moving from applying the framework to authoring it internally."
SAL-10,P5,sfia9,"Setting channel-sales strategy and standards while anticipating ecosystem and conflict dynamics is SFIA's Selling skill 'initiate, influence' level, applied to indirect-channel strategy across the org."
SAL-10,P6,friedman1999,"The Channel Advantage's channel-mix strategy, endorsed by CEOs of AOL, Lotus, Ocean Spray and Xerox and taught industry-wide, is a field reference for indirect go-to-market; defining practice the field follows at that reach is the Dreyfus master band."
SAL-11,P1,dreyfus1980,"Executing sales-ops tasks and data updates under direction, with changes reviewed, is explicit, checked operational work -- the Dreyfus novice band."
SAL-11,P2,cespedes2014,"Maintaining standard sales processes and tooling independently, handling routine requests, is running Aligning Strategy and Sales's process/systems layer as designed, without yet redesigning it -- the Dreyfus advanced-beginner band."
SAL-11,P3,zoltners2004,"Owning sales process for a team and resolving ambiguous workflow and data challenges autonomously is applying sales-force design method (sizing, structuring, aligning) with judgment to a team's specific, non-routine operational problems -- the Dreyfus competent band."
SAL-11,P4,cespedes2014,"Defining the sales-operations architecture and process standards other practitioners adopt is Cespedes's own thesis -- linking strategy to systems, incentives and measurement -- turned from personal practice into the org's adopted operating model."
SAL-11,P5,sfia9,"Setting sales-operations strategy and governance while anticipating scaling and tooling needs is SFIA's Selling skill 'initiate, influence' level, applied to operational governance across the org."
SAL-11,P6,cespedes2014,"Aligning Strategy and Sales, cited as 'a must read' by Gartner and 'the best sales book of the year' by Strategy & Business, is a field reference for how sales operations should connect to strategy; shaping practice the profession references at that scope is the Dreyfus master band."
SCM-01,P1,dreyfus1980,"Maintaining demand data and running standard forecast updates under guidance is the Dreyfus novice band -- executing a fixed forecast model, no interpretation of demand signals."
SCM-01,P2,dreyfus1980;ascm-scor,Independently producing routine forecasts and adjusting for known seasonality with review is Dreyfus's advanced-beginner band -- the SCOR Plan process's standard demand-planning sub-steps are followed as designed.
SCM-01,P3,dreyfus1980;ascm-scor,"Forecasting volatile, ambiguous demand and owning the process end-to-end autonomously is the Dreyfus competent band -- SCOR's Plan process assumes practitioner judgment to reconcile conflicting demand signals at this tier, not just running a model."
SCM-01,P4,sfia9;chopra-meindl2016,"Defining the demand-planning methodology others adopt and forecasting what others can't model is SFIA Level 5 Ensure-and-advise -- Chopra & Meindl treat forecasting-method selection and error-driven safety-stock design as the senior planner's authored decision, not a fixed procedure."
SCM-01,P5,sfia9;ascm-scor,Setting demand-planning strategy and anticipating shifts in market signals is SFIA Level 6 Initiate-and-influence -- scope moves from one forecast cycle to how the whole supply chain's Plan process should be built.
SCM-01,P6,sfia9;ascm-scor,"Defining best-in-class demand planning for the discipline and being externally recognized is SFIA Level 7 Set-strategy-and-inspire -- this is the ASCM-standards-committee tier that writes the SCOR Plan process, not the tier that runs it."
SCM-02,P1,dreyfus1980,Updating supply and capacity plans from given inputs under supervision is the Dreyfus novice band -- transcribing numbers into a plan someone else designed.
SCM-02,P2,dreyfus1980;orlicky1975,"Building routine supply plans and balancing standard constraints independently with review is Dreyfus's advanced-beginner band -- Orlicky's MRP time-phasing logic is executed as specified, not adapted."
SCM-02,P3,dreyfus1980;orlicky1975,"Planning supply under ambiguous constraints and resolving shortages/bottlenecks autonomously is the Dreyfus competent band -- Orlicky's MRP framework requires the planner to interpret and override system-generated plans exactly when constraints get ambiguous, the behavior this level names."
SCM-02,P4,sfia9;ascm-scor,Defining the supply-planning approach others adopt and solving constraint problems others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the Plan/Source/Make coordination SCOR describes as a process-design choice.
SCM-02,P5,sfia9;ascm-scor,"Setting supply and capacity strategy and anticipating structural capacity needs ahead is SFIA Level 6 Initiate-and-influence -- planning judgment now spans the SCOR model's full network, not one plan cycle."
SCM-02,P6,sfia9;orlicky1975,"Defining leading supply-planning practice for the field and being sought externally is SFIA Level 7 Set-strategy-and-inspire -- this is the tier that originated MRP as a discipline, the position Orlicky's own book occupies."
SCM-03,P1,dreyfus1980,Preparing S&OP inputs and meeting materials under direction is the Dreyfus novice band -- assembling data for a process someone else runs.
SCM-03,P2,dreyfus1980;wallace2004-sop,Running routine S&OP cycles and reconciling standard supply-demand gaps independently with review is Dreyfus's advanced-beginner band -- Wallace & Stahl's standard monthly cycle is executed as designed.
SCM-03,P3,dreyfus1980;wallace2004-sop,"Facilitating contentious S&OP and balancing cross-functional trade-offs to consensus autonomously is the Dreyfus competent band -- Wallace & Stahl place executive-consensus facilitation, not cycle mechanics, as the differentiator of a mature S&OP practitioner."
SCM-03,P4,sfia9;wallace2004-sop,"Defining the S&OP process others adopt and reconciling imbalances others cannot is SFIA Level 5 Ensure-and-advise -- the practitioner now designs the cycle Wallace & Stahl's handbook describes as an implementation choice, not runs an existing one."
SCM-03,P5,sfia9;wallace2004-sop,Setting enterprise S&OP strategy and anticipating the integrated-planning capabilities needed next is SFIA Level 6 Initiate-and-influence -- S&OP design decisions now shape the whole enterprise's planning-maturity path.
SCM-03,P6,sfia9;wallace2004-sop,Defining best-practice sales and operations planning and being externally recognized is SFIA Level 7 Set-strategy-and-inspire -- this is the practice-authoring tier the S&OP handbook's own authors occupy.
SCM-04,P1,dreyfus1980,"Gathering network data and running predefined scenario models under guidance is the Dreyfus novice band -- operating someone else's model, not designing scenarios."
SCM-04,P2,dreyfus1980;chopra-meindl2016,Modeling standard network changes and evaluating routine trade-offs independently with review is Dreyfus's advanced-beginner band -- Chopra & Meindl's facility-location trade-off framework is applied to known scenario types.
SCM-04,P3,dreyfus1980;chopra-meindl2016,"Designing network configurations for ambiguous, multi-constraint problems end-to-end autonomously is the Dreyfus competent band -- Chopra & Meindl frame network design as balancing responsiveness against efficiency under genuine uncertainty, the judgment this level names."
SCM-04,P4,sfia9;chopra-meindl2016,"Defining network-design methods others adopt and solving optimization problems others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the driver framework (facilities, inventory, transportation) Chopra & Meindl present as a design toolkit for others to apply."
SCM-04,P5,sfia9;chopra-meindl2016,"Setting supply-chain network strategy and anticipating how the footprint must evolve is SFIA Level 6 Initiate-and-influence -- network judgment now shapes long-horizon enterprise footprint strategy, not one redesign project."
SCM-04,P6,sfia9;chopra-meindl2016,Defining leading network-design practice for the discipline and being externally credible is SFIA Level 7 Set-strategy-and-inspire -- this is the academic/practice-authoring tier the textbook's own framework represents.
SCM-05,P1,dreyfus1980,"Recording stock movements and performing counts under supervision is the Dreyfus novice band -- mechanical data capture, no reorder-policy judgment."
SCM-05,P2,dreyfus1980;harris1913-eoq,"Managing routine inventory levels and replenishment independently with normal review is Dreyfus's advanced-beginner band -- a fixed EOQ-style reorder rule is applied as calculated, not re-derived."
SCM-05,P3,dreyfus1980;harris1913-eoq,"Optimizing inventory policy under ambiguous demand and supply variability autonomously is the Dreyfus competent band -- Harris's EOQ model only holds under stable assumptions, so applying it under real variability requires the judgment this level names, beyond mechanical formula use."
SCM-05,P4,sfia9;ascm-scor,Defining inventory-management methods others adopt and resolving chronic stock problems others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the inventory-positioning policy SCOR's Source/Make processes leave organization-specific.
SCM-05,P5,sfia9;ascm-scor,"Setting inventory strategy and anticipating how stocking needs will shift is SFIA Level 6 Initiate-and-influence -- inventory judgment now spans the whole supply chain's stocking strategy, not one SKU's reorder point."
SCM-05,P6,sfia9;harris1913-eoq,"Defining best-practice inventory management for the field and being externally recognized is SFIA Level 7 Set-strategy-and-inspire -- this is the origin-theory tier Harris's own 1913 formulation occupies, still the textbook baseline a century later."
SCM-06,P1,dreyfus1980,"Performing defined put-away, picking, and storage tasks under supervision is the Dreyfus novice band -- following a fixed slotting plan, not designing one."
SCM-06,P2,dreyfus1980;frazelle2002,Running routine warehouse operations and standard slotting independently with review is Dreyfus's advanced-beginner band -- Frazelle's standard slotting and pick-path methods are applied as documented.
SCM-06,P3,dreyfus1980;frazelle2002,"Optimizing warehouse flow and layout under ambiguous, high-variability conditions autonomously is the Dreyfus competent band -- Frazelle's warehouse master-planning method assumes the practitioner adapts layout and flow to conditions the standard playbook doesn't cover."
SCM-06,P4,sfia9;frazelle2002,Defining warehousing methods and layouts others adopt and fixing operations others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the master plan Frazelle's methodology treats as a site-specific design exercise.
SCM-06,P5,sfia9;frazelle2002,"Setting warehousing strategy and anticipating future storage and throughput requirements is SFIA Level 6 Initiate-and-influence -- layout judgment now spans the network's warehousing strategy, not one facility's slotting."
SCM-06,P6,sfia9;frazelle2002,Defining leading warehousing practice for the discipline and being sought externally is SFIA Level 7 Set-strategy-and-inspire -- this is the tier that writes reference texts like Frazelle's rather than applies them.
SCM-07,P1,dreyfus1980,Performing defined production tasks and recording output under supervision is the Dreyfus novice band -- following a standard work instruction exactly.
SCM-07,P2,dreyfus1980;ohno1988-tps,"Running standard production lines and handling routine variation independently with review is Dreyfus's advanced-beginner band -- Ohno's standardized work is executed as specified, with recognized variation handled by rule."
SCM-07,P3,dreyfus1980;ohno1988-tps,"Managing complex production through ambiguous disruptions while holding output and quality autonomously is the Dreyfus competent band -- Ohno's Toyota Production System expects line leaders to stop-and-fix (jidoka) and improvise recovery from disruptions standard work doesn't anticipate, exactly this level's behavior."
SCM-07,P4,sfia9;ohno1988-tps,"Defining production-operations methods others adopt and resolving problems others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the standardized-work and kaizen system TPS describes as a design responsibility, not follows one line's instructions."
SCM-07,P5,sfia9;ohno1988-tps,"Setting manufacturing-operations strategy and anticipating how production capability must evolve is SFIA Level 6 Initiate-and-influence -- production judgment now spans plant-wide capability strategy, not one line's recovery."
SCM-07,P6,sfia9;ohno1988-tps,Defining best-in-class manufacturing operations and being externally recognized is SFIA Level 7 Set-strategy-and-inspire -- this is the tier Ohno himself occupied in originating TPS as an industry-shaping system.
SCM-08,P1,dreyfus1980,Updating schedules and logging shop-floor status from given inputs under guidance is the Dreyfus novice band -- data entry against a schedule someone else built.
SCM-08,P2,dreyfus1980;goldratt1984-thegoal,Building routine production schedules and managing standard sequencing independently with review is Dreyfus's advanced-beginner band -- a fixed sequencing rule is applied without diagnosing where the true bottleneck sits.
SCM-08,P3,dreyfus1980;goldratt1984-thegoal,"Scheduling under volatile constraints and rebalancing the floor to hold commitments autonomously is the Dreyfus competent band -- Goldratt's Theory of Constraints requires identifying and subordinating the floor to the shifting bottleneck in real time, the judgment this level names."
SCM-08,P4,sfia9;goldratt1984-thegoal,"Defining scheduling and control methods others adopt and resolving the hardest sequencing problems is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the constraint-exploitation strategy Goldratt frames as a design decision for the plant, not applies a fixed dispatch rule."
SCM-08,P5,sfia9;goldratt1984-thegoal,Setting shop-floor scheduling strategy and anticipating how control systems must evolve is SFIA Level 6 Initiate-and-influence -- scheduling judgment now spans how the plant's whole control system should be architected.
SCM-08,P6,sfia9;goldratt1984-thegoal,Defining leading production-scheduling practice for the field and being sought externally is SFIA Level 7 Set-strategy-and-inspire -- this is the origin-theory tier The Goal itself occupies in the scheduling discipline.
SCM-09,P1,dreyfus1980,"Recording asset data and completing scheduled maintenance tasks under supervision is the Dreyfus novice band -- executing a fixed PM checklist, no diagnosis."
SCM-09,P2,dreyfus1980;nakajima1988-tpm,"Running routine preventive maintenance and work orders independently with review is Dreyfus's advanced-beginner band -- Nakajima's scheduled-PM cycle is executed as designed, before autonomous-maintenance judgment is expected."
SCM-09,P3,dreyfus1980;nakajima1988-tpm,"Diagnosing ambiguous failures and optimizing maintenance strategy for critical assets autonomously is the Dreyfus competent band -- Nakajima's TPM explicitly assigns root-cause diagnosis and strategy selection (breakdown vs. preventive vs. predictive) to this autonomy tier, beyond following the PM calendar."
SCM-09,P4,sfia9;iso55000,"Defining maintenance and reliability methods others adopt and solving failures others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the asset-management policy ISO 55000 leaves organization-specific, rather than executes one asset's maintenance plan."
SCM-09,P5,sfia9;iso55000,Setting asset-management strategy and anticipating lifecycle and reliability needs ahead is SFIA Level 6 Initiate-and-influence -- ISO 55000's principle of aligning asset management with organizational objectives now operates at enterprise scope.
SCM-09,P6,sfia9;nakajima1988-tpm,Defining best-practice asset and reliability management and being externally recognized is SFIA Level 7 Set-strategy-and-inspire -- this is the tier Nakajima occupied in codifying TPM as a discipline other plants then adopted.
SCM-10,P1,dreyfus1980,Performing defined inspections and recording quality results under supervision is the Dreyfus novice band -- checking against a spec someone else set.
SCM-10,P2,dreyfus1980;iso9001,"Running routine quality controls and investigating standard defects independently with review is Dreyfus's advanced-beginner band -- ISO 9001's process-approach controls are executed as documented, without redesigning the QMS."
SCM-10,P3,dreyfus1980;iso9001,"Diagnosing ambiguous quality issues and setting local control standards end-to-end autonomously is the Dreyfus competent band -- ISO 9001's Plan-Do-Check-Act cycle expects this tier to close the loop on root cause and control-standard design, not just detect defects."
SCM-10,P4,sfia9;iso9001,"Defining the quality-management system others adopt and resolving root causes others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the QMS ISO 9001 specifies as a set of requirements to design into, rather than operates within one someone else designed."
SCM-10,P5,sfia9;iso9001,"Setting enterprise quality strategy and anticipating emerging quality and compliance demands is SFIA Level 6 Initiate-and-influence -- quality judgment now spans enterprise QMS strategy, not one process's control plan."
SCM-10,P6,sfia9;iso9001,Defining what good quality management means for the discipline and being externally credible is SFIA Level 7 Set-strategy-and-inspire -- this is the standards-committee tier that writes revisions to ISO 9001 itself.
SCM-11,P1,dreyfus1980,Scheduling routine shipments and tracking deliveries under guidance is the Dreyfus novice band -- executing a fixed shipping plan.
SCM-11,P2,dreyfus1980;chopra-meindl2016,Managing standard freight and distribution lanes independently with normal review is Dreyfus's advanced-beginner band -- Chopra & Meindl's mode/lane trade-off rules are applied to known lane types.
SCM-11,P3,dreyfus1980;ascm-scor,"Optimizing complex distribution under ambiguous disruptions and cost pressures autonomously is the Dreyfus competent band -- SCOR's Deliver (Fulfill) process assumes the practitioner resolves disruption trade-offs in real time at this tier, beyond running a fixed lane plan."
SCM-11,P4,sfia9;chopra-meindl2016,Defining logistics methods and carrier strategy others adopt and resolving problems others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the transportation-network design Chopra & Meindl frame as a strategic driver choice for others to execute.
SCM-11,P5,sfia9;ascm-scor,Setting distribution strategy and anticipating how logistics networks must evolve is SFIA Level 6 Initiate-and-influence -- logistics judgment now spans the whole Deliver process's network design.
SCM-11,P6,sfia9;chopra-meindl2016,Defining leading logistics practice for the discipline and being externally recognized is SFIA Level 7 Set-strategy-and-inspire -- this is the framework-authoring tier the textbook's own driver model occupies.
SCM-12,P1,dreyfus1980,"Processing standard orders and resolving routine exceptions under supervision is the Dreyfus novice band -- following the exception playbook, not writing it."
SCM-12,P2,dreyfus1980;ascm-scor,Managing order flow and standard fulfillment issues independently with review is Dreyfus's advanced-beginner band -- SCOR's Fulfill process's standard order-to-delivery steps are executed as designed.
SCM-12,P3,dreyfus1980;ascm-scor,Orchestrating complex multi-source fulfillment and resolving ambiguous exceptions autonomously is the Dreyfus competent band -- SCOR's Fulfill process assumes cross-source allocation judgment at this tier when standard rules don't resolve an exception.
SCM-12,P4,sfia9;ascm-scor,Defining order-management practices others adopt and fixing fulfillment breakdowns others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the allocation/orchestration policy SCOR's Fulfill process leaves organization-specific.
SCM-12,P5,sfia9;ascm-scor,Setting fulfillment strategy and anticipating how order orchestration must evolve is SFIA Level 6 Initiate-and-influence -- fulfillment judgment now spans the enterprise's whole order-to-deliver design.
SCM-12,P6,sfia9;ascm-scor,Defining best-practice order management and fulfillment and being sought externally is SFIA Level 7 Set-strategy-and-inspire -- this is the ASCM-standards tier that defines the Fulfill process itself.
SCM-13,P1,dreyfus1980,Processing standard returns and recording dispositions under guidance is the Dreyfus novice band -- applying a fixed disposition rule.
SCM-13,P2,dreyfus1980;rogers-tibbenlembke1998,Managing routine returns flows and standard disposition rules independently with review is Dreyfus's advanced-beginner band -- Rogers & Tibben-Lembke's standard gatekeeping rules are applied as documented.
SCM-13,P3,dreyfus1980;rogers-tibbenlembke1998,"Designing returns and recovery processes for ambiguous, high-volume situations autonomously is the Dreyfus competent band -- Rogers & Tibben-Lembke identify gatekeeping and disposition-process design, not rule execution, as the differentiator once return volume and ambiguity rise."
SCM-13,P4,sfia9;rogers-tibbenlembke1998,Defining reverse-logistics methods others adopt and recovering value others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the recovery-channel strategy Rogers & Tibben-Lembke frame as an organizational design choice.
SCM-13,P5,sfia9;ascm-scor,Setting returns and circularity strategy and anticipating evolving recovery demands is SFIA Level 6 Initiate-and-influence -- returns judgment now spans the enterprise's whole SCOR Return process design.
SCM-13,P6,sfia9;rogers-tibbenlembke1998,Defining leading reverse-logistics practice for the field and being externally recognized is SFIA Level 7 Set-strategy-and-inspire -- this is the field-founding tier Rogers & Tibben-Lembke's own study occupies in naming reverse logistics as a discipline.
SCM-14,P1,dreyfus1980,Executing defined service tasks and logging outcomes under supervision is the Dreyfus novice band -- delivering to a fixed script.
SCM-14,P2,dreyfus1980;fitzsimmons2023-servicemgmt,Running standard service delivery and meeting routine SLAs independently with review is Dreyfus's advanced-beginner band -- Fitzsimmons's standard service-encounter design is executed as specified.
SCM-14,P3,dreyfus1980;fitzsimmons2023-servicemgmt,"Managing complex service operations and holding performance under ambiguous demand autonomously is the Dreyfus competent band -- Fitzsimmons frame capacity-demand matching under variable service demand as requiring active managerial judgment at this tier, not a fixed staffing script."
SCM-14,P4,sfia9;fitzsimmons2023-servicemgmt,"Defining service-delivery methods others adopt and resolving operational failures others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the service-strategy design Fitzsimmons treat as a deliberate managerial choice, for other teams to execute."
SCM-14,P5,sfia9;fitzsimmons2023-servicemgmt,"Setting service-operations strategy and anticipating how service capability must evolve is SFIA Level 6 Initiate-and-influence -- service judgment now spans enterprise service-capability strategy, not one team's SLA."
SCM-14,P6,sfia9;fitzsimmons2023-servicemgmt,Defining best-in-class service delivery for the discipline and being externally credible is SFIA Level 7 Set-strategy-and-inspire -- this is the textbook-authoring tier that defines service-management practice for the field.
SCM-15,P1,dreyfus1980,Assigning routine jobs and updating dispatch status under guidance is the Dreyfus novice band -- following a fixed assignment rule.
SCM-15,P2,dreyfus1980;dantzig1959-vrp,Coordinating standard field schedules and routing independently with normal review is Dreyfus's advanced-beginner band -- a static routing plan is applied to known job patterns without re-optimizing under disruption.
SCM-15,P3,dreyfus1980;dantzig1959-vrp,"Optimizing dispatch under volatile demand and resolving conflicts and emergencies autonomously is the Dreyfus competent band -- Dantzig & Ramser's routing-optimization problem becomes a live, judgment-driven re-optimization task exactly when demand turns volatile, the behavior this level names."
SCM-15,P4,sfia9;dantzig1959-vrp,"Defining field-coordination methods others adopt and solving dispatch problems others can't is SFIA Level 5 Ensure-and-advise -- the practitioner now authors the routing/dispatch model Dantzig & Ramser's problem formalizes, for others to run day to day."
SCM-15,P5,sfia9;fitzsimmons2023-servicemgmt,"Setting field-operations strategy and anticipating how dispatch and routing must evolve is SFIA Level 6 Initiate-and-influence -- field judgment now spans the enterprise's whole field-service capability strategy, the top scope service-management theory addresses."
SCM-15,P6,sfia9;dantzig1959-vrp,"Defining leading field-operations practice for the field and being sought externally is SFIA Level 7 Set-strategy-and-inspire -- this is the origin-theory tier the Dantzig-Ramser routing formulation occupies, the seed of modern dispatch optimization."
SEC-01,P1,dreyfus1980;sfia9,"Provisioning/deprovisioning from documented procedure with review is Dreyfus's novice band and SFIA Level 2 Assist -- supervised execution of someone else's identity-lifecycle procedure, not yet judgment over access design."
SEC-01,P2,dreyfus1980;nist800-63,"Configuring roles, group membership, and auth factors independently for standard joiner/mover/leaver flows applies NIST 800-63's baseline assurance-level requirements to routine cases without redesigning them -- Dreyfus's advanced-beginner band."
SEC-01,P3,dreyfus1980;nist800-63,Resolving complex entitlement conflicts and designing least-privilege role models for ambiguous cross-system needs is Dreyfus's competent band -- exactly the risk-based assurance-level selection NIST 800-63's 2025 revision requires organizations to judge case-by-case rather than follow a checklist.
SEC-01,P4,dreyfus1980,Defining the identity lifecycle and authorization architecture other engineers adopt is Dreyfus's proficient band -- codifying identity practice into reusable architecture rather than resolving one access model.
SEC-01,P5,dreyfus1980;sfia9,"Setting identity strategy, governing federation/privileged-access standards, and anticipating emerging access risks is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6 Initiate/Influence."
SEC-01,P6,dreyfus1980;sfia9;nist800-63,"Defining what sound identity practice means for the field and shaping how others govern access is Dreyfus's master band, SFIA Level 7 -- the register NIST's own Digital Identity Guidelines occupy as the reference federal identity standard."
SEC-02,P1,dreyfus1980;sfia9,"Storing/retrieving secrets via approved vaults following documented rotation procedure under review is supervised execution of someone else's key-handling procedure -- Dreyfus novice, SFIA Level 2."
SEC-02,P2,dreyfus1980;nist800-57,"Configuring secret storage, rotation schedules, and access scoping independently for routine services applies NIST 800-57's key-lifecycle states (generation, activation, rotation) to a familiar service without redesigning the hierarchy -- Dreyfus's advanced-beginner band."
SEC-02,P3,dreyfus1980;nist800-57,"Designing key hierarchies and rotation strategies for systems with conflicting availability and security constraints is Dreyfus's competent band -- resolving exactly the key-management trade-offs NIST 800-57 documents as requiring case-specific judgment, not a fixed schedule."
SEC-02,P4,dreyfus1980,Defining the secrets and key-management architecture and lifecycle others implement organization-wide is Dreyfus's proficient band -- authoring the architecture other teams' key handling must conform to.
SEC-02,P5,dreyfus1980;sfia9,"Setting cryptographic-key governance and custody strategy and anticipating emerging key threats is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
SEC-02,P6,dreyfus1980;sfia9,"Defining authoritative practice for secret and key stewardship that practitioners across the field adopt is Dreyfus's master band, SFIA Level 7 -- practice recognized beyond one organization."
SEC-03,P1,dreyfus1980;sfia9,"Applying approved encryption settings from a documented scheme with choices reviewed is supervised execution of someone else's cryptographic design -- Dreyfus novice, SFIA Level 2."
SEC-03,P2,dreyfus1980;fips140-3,Selecting and configuring standard cryptographic primitives and controls independently for common cases applies FIPS 140-3's validated-module catalog to routine choices without evaluating module security itself -- Dreyfus's advanced-beginner band.
SEC-03,P3,dreyfus1980;fips140-3,"Designing encryption schemes and key-usage patterns for ambiguous threat and compliance trade-offs is Dreyfus's competent band -- reasoning across FIPS 140-3's four security levels to fit a specific, non-routine risk and compliance posture."
SEC-03,P4,dreyfus1980,"Defining cryptographic and data-protection patterns others reuse, and resolving problems they cannot, is Dreyfus's proficient band -- codifying applied-cryptography judgment into patterns rather than solving one scheme."
SEC-03,P5,dreyfus1980;sfia9;fips203,"Setting cryptographic standards and migration strategy and anticipating quantum-resistant needs is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6, tracking exactly the migration NIST's 2024 post-quantum standards (FIPS 203) now require organizations to plan for."
SEC-03,P6,dreyfus1980;sfia9,"Defining what sound applied cryptography means for the discipline and influencing industry data-protection norms is Dreyfus's master band, SFIA Level 7."
SEC-04,P1,dreyfus1980;sfia9,"Implementing access policies from defined rules, verifying identity and context before granting under review, is supervised execution of someone else's policy set -- Dreyfus novice, SFIA Level 2."
SEC-04,P2,dreyfus1980;nist-sp800-207,"Authoring and testing policy rules for standard resources, enforcing context-aware checks independently, applies NIST 800-207's core zero-trust tenets (per-request evaluation, least privilege) to a familiar resource without redesigning the architecture -- Dreyfus's advanced-beginner band."
SEC-04,P3,dreyfus1980;nist-sp800-207,Designing segmentation and policy models that resolve ambiguous trust boundaries and hard exceptions is Dreyfus's competent band -- the architecture judgment NIST 800-207 leaves to the implementer once its logical components are understood.
SEC-04,P4,dreyfus1980,Defining the zero-trust architecture and policy framework other teams adopt is Dreyfus's proficient band -- moving from enforcing policy to authoring the framework others' policies must conform to.
SEC-04,P5,dreyfus1980;sfia9,"Setting the organization's zero-trust strategy and anticipating how trust models must evolve is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
