id,segment,domain,focus_area,capability,type,description,P1_assisted,P2_independent,P3_proficient,P4_expert,P5_authority,P6_pioneer
HR-01,Business & Corporate Functions,People & Talent (HR),Talent Acquisition,Talent acquisition & recruiting,Behavioral,"Owns end-to-end sourcing, assessment, and offer to fill roles with qualified candidates.","Screens applications and schedules interviews against defined criteria, with decisions reviewed.","Manages requisitions end-to-end for standard roles, sourcing and closing candidates independently.","Fills hard-to-source and senior roles, handling ambiguous needs and complex stakeholder demands.",Defines recruiting methods and assessment approaches that other recruiters adopt.,Sets talent acquisition strategy and anticipates shifts in talent markets and hiring needs.,Shapes recruiting practice recognized industry-wide as the standard for effective hiring.
HR-02,Business & Corporate Functions,People & Talent (HR),Talent Acquisition,Employer branding & candidate experience,Behavioral,Shapes market reputation and candidate journey to attract and convert talent.,Publishes branded content and gathers candidate feedback following defined guidelines.,Runs standard employer-branding activities and improves candidate touchpoints independently.,Crafts compelling employer narratives and resolves complex candidate-experience breakdowns.,Defines branding and candidate-experience frameworks that other practitioners adopt.,Sets employer-brand strategy and anticipates how talent perceptions and channels will shift.,Defines what a leading employer brand and candidate experience look like for the field.
HR-03,Business & Corporate Functions,People & Talent (HR),Talent Acquisition,Workforce sourcing strategy & pipelining,Behavioral,Builds proactive talent pools and sourcing channels to meet future hiring demand.,Builds candidate lists and maintains talent pools using defined search criteria.,Runs proactive sourcing campaigns and sustains pipelines for routine roles independently.,Designs sourcing strategies for scarce skills and builds pipelines under high ambiguity.,Defines sourcing and pipelining methodologies that other sourcers adopt.,Sets enterprise workforce-sourcing strategy and predicts future talent-supply gaps.,Pioneers talent-pipelining practice recognized as authoritative across the profession.
HR-04,Business & Corporate Functions,People & Talent (HR),Total Rewards,Total rewards & compensation design,Technical,"Designs pay structures, bands, and incentives that are equitable and market-competitive.","Maintains pay data and benchmarks roles against defined bands, with results reviewed.",Conducts standard compensation analysis and recommends routine pay decisions independently.,Designs pay structures for complex roles and resolves contentious equity and market issues.,Defines compensation philosophy and design frameworks that other rewards professionals adopt.,Sets total rewards strategy and anticipates market and regulatory shifts in pay.,Shapes compensation-design practice regarded industry-wide as the benchmark.
HR-05,Business & Corporate Functions,People & Talent (HR),Total Rewards,Benefits & wellbeing program management,Technical,"Administers health, retirement, leave, and wellbeing offerings across the workforce.",Administers enrollments and answers routine benefits questions following defined procedures.,Manages standard benefits and wellbeing programs and resolves common issues independently.,Designs benefits offerings for complex needs and resolves ambiguous coverage and vendor problems.,Defines benefits and wellbeing program frameworks that other administrators adopt.,Sets benefits and wellbeing strategy and anticipates workforce-health and cost trends.,Defines leading practice for benefits and wellbeing across the discipline.
HR-06,Business & Corporate Functions,People & Talent (HR),Total Rewards,Equity & long-term incentive administration,Technical,Manages equity and long-term incentive programs and their governance and reporting.,"Records grants and processes vesting events following defined procedures, with checks reviewed.","Administers standard equity and incentive plans independently, handling routine transactions.","Resolves complex equity events and edge cases across grants, taxation, and reporting.",Defines equity-administration controls and processes that other administrators adopt.,Sets long-term incentive administration strategy and anticipates regulatory and plan-design shifts.,Establishes equity-administration practice recognized as the standard across the profession.
HR-07,Business & Corporate Functions,People & Talent (HR),Learning & Org Development,Learning & development program design,Behavioral,"Builds curricula, capability frameworks, and delivery models that grow workforce skills.","Assembles learning materials and schedules sessions against defined objectives, with content reviewed.",Designs and delivers standard learning programs independently for routine needs.,Designs learning solutions for complex skill gaps and ambiguous capability needs.,Defines instructional-design methods and learning frameworks that other designers adopt.,Sets enterprise learning strategy and anticipates future capability and skill demands.,Pioneers learning-design practice recognized industry-wide as authoritative.
HR-08,Business & Corporate Functions,People & Talent (HR),Learning & Org Development,Organizational development & culture programs,Behavioral,"Designs interventions that strengthen culture, values, and organizational effectiveness.",Supports culture initiatives and collects feedback following defined plans.,Runs standard OD and culture interventions independently for routine situations.,Diagnoses complex organizational dysfunction and designs interventions under high ambiguity.,Defines OD methods and culture-change frameworks that other practitioners adopt.,Sets organizational-development strategy and anticipates cultural shifts the organization must make.,Shapes OD and culture practice regarded as the benchmark across the discipline.
HR-09,Business & Corporate Functions,People & Talent (HR),Learning & Org Development,Talent management & succession programs,Behavioral,"Owns frameworks for identifying, developing, and retaining critical and high-potential talent.",Maintains talent and succession data and prepares review materials under direction.,Runs standard talent-review and succession cycles independently for defined populations.,"Designs succession approaches for critical, ambiguous roles and resolves contested talent calls.",Defines talent-management and succession frameworks that other practitioners adopt.,Sets enterprise succession strategy and anticipates future leadership and capability gaps.,Defines leading practice for talent management and succession across the profession.
HR-10,Business & Corporate Functions,People & Talent (HR),Learning & Org Development,DEI program management,Behavioral,"Runs diversity, equity, and inclusion strategy, programs, and accountability measures.",Supports DEI activities and compiles representation data following defined plans.,Runs standard DEI programs independently and tracks routine progress measures.,"Designs DEI interventions for complex, sensitive challenges under significant ambiguity.",Defines DEI program frameworks and measurement approaches that other practitioners adopt.,Sets enterprise DEI strategy and anticipates shifts in equity expectations and regulation.,Pioneers DEI practice recognized externally as authoritative across the field.
HR-11,Business & Corporate Functions,People & Talent (HR),HR Partnering & Employee Relations,HR business partnering,Behavioral,"Advises leaders on people strategy, organizational issues, and workforce decisions.","Answers routine manager queries and gathers people data, with guidance reviewed.",Advises managers on standard people matters independently within established policy.,"Partners on complex, ambiguous people challenges and influences senior leaders' decisions.",Defines HR partnering approaches and coaching models that other partners adopt.,Sets the HR partnering operating model and anticipates the business's future people needs.,Defines what excellent HR partnering means for the discipline and is externally credible.
HR-12,Business & Corporate Functions,People & Talent (HR),HR Partnering & Employee Relations,Employee relations & investigations,Behavioral,"Handles grievances, conduct concerns, and workplace investigations fairly and consistently.","Documents cases and gathers evidence following defined procedures, with steps reviewed.",Handles routine ER cases and conducts standard investigations independently.,"Manages complex, high-risk investigations and resolves sensitive disputes under ambiguity.",Defines investigation methods and ER frameworks that other practitioners adopt.,Sets employee-relations strategy and anticipates emerging workforce-conflict and legal risks.,Establishes ER and investigations practice recognized as the standard across the profession.
HR-13,Business & Corporate Functions,People & Talent (HR),HR Partnering & Employee Relations,Employee engagement & listening programs,Behavioral,Runs surveys and feedback systems to measure and act on workforce sentiment.,Administers surveys and compiles engagement results following defined procedures.,Runs standard listening cycles independently and reports routine engagement insights.,Designs listening strategies for complex needs and turns ambiguous signals into action.,Defines engagement and listening frameworks that other practitioners adopt.,Sets enterprise engagement strategy and anticipates shifts in workforce sentiment and expectations.,Pioneers employee-listening practice regarded industry-wide as authoritative.
HR-14,Business & Corporate Functions,People & Talent (HR),People Operations & Compliance,HR operations & lifecycle administration,Technical,Administers accurate records and transactions across hire-to-retire lifecycle events.,"Processes lifecycle transactions following defined procedures, escalating exceptions for review.","Manages routine HR operations and lifecycle events independently, resolving common issues.",Handles complex lifecycle exceptions and redesigns local processes to improve service.,Defines HR operations standards and controls that other administrators adopt.,Sets HR operations strategy and anticipates how lifecycle services should evolve.,Establishes HR operations practice recognized as the benchmark across the profession.
HR-15,Business & Corporate Functions,People & Talent (HR),People Operations & Compliance,HR compliance & employment law application,Technical,"Applies employment laws and regulations to policies, decisions, and practices.",Applies defined compliance checklists and flags potential issues for review.,Applies standard employment-law requirements to routine situations independently.,Interprets ambiguous legal requirements and advises on complex compliance risks.,Defines compliance frameworks and interpretive guidance that other practitioners adopt.,Sets HR compliance strategy and anticipates regulatory change affecting the workforce.,Shapes employment-compliance practice regarded as authoritative across the discipline.
HR-16,Business & Corporate Functions,People & Talent (HR),People Operations & Compliance,People analytics & workforce planning,Technical,"Models workforce supply, demand, and trends to inform people decisions with data.",Compiles workforce data and produces standard reports under guidance.,Builds routine workforce analyses and forecasts independently for defined needs.,"Models complex workforce scenarios and derives insight from ambiguous, messy data.",Defines analytics methods and workforce-planning models that other analysts adopt.,Sets people-analytics strategy and anticipates the workforce shifts the organization must plan for.,Pioneers people-analytics and workforce-planning practice recognized as authoritative.
WPL-01,Business & Corporate Functions,"Workplace, Facilities & Real Estate",Facilities & Space,Facilities & space management,Technical,"Plans, allocates, and maintains physical workspace to meet occupancy and operational needs.",Updates space records and processes facilities requests following defined procedures.,Manages routine space allocation and facilities services independently for standard needs.,Solves complex space and utilization challenges and plans moves under significant ambiguity.,Defines space-management standards and planning approaches that others adopt.,Sets enterprise space strategy and anticipates how workplace demand will evolve.,Defines leading practice for facilities and space management across the discipline.
WPL-02,Business & Corporate Functions,"Workplace, Facilities & Real Estate",Facilities & Space,Building operations & maintenance management,Technical,"Operates building systems and preventive maintenance to ensure reliable, safe facilities.",Logs maintenance requests and tracks routine tasks following defined procedures.,Manages standard building operations and planned maintenance independently.,Resolves complex building failures and optimizes maintenance under operational ambiguity.,Defines maintenance and building-operations standards that other managers adopt.,Sets building-operations strategy and anticipates asset-lifecycle and reliability needs.,Establishes building-operations practice recognized as the benchmark across the profession.
WPL-03,Business & Corporate Functions,"Workplace, Facilities & Real Estate",Facilities & Space,Capital projects & fit-out delivery,Technical,"Delivers construction, renovation, and fit-out projects on scope, budget, and schedule.","Tracks project tasks and documents progress following defined plans, with work reviewed.","Manages standard fit-out projects independently, controlling scope, schedule, and budget.","Delivers complex projects and resolves difficult scope, cost, and contractor problems.",Defines project-delivery methods and fit-out standards that others adopt.,Sets capital-projects strategy and anticipates how the portfolio's space must change.,Pioneers capital-project delivery practice recognized industry-wide as authoritative.
WPL-04,Business & Corporate Functions,"Workplace, Facilities & Real Estate",Real Estate & Portfolio,Real estate & lease management,Technical,"Manages the property portfolio, leases, and occupancy costs across locations.",Maintains lease records and tracks critical dates following defined procedures.,Administers leases and routine real-estate transactions independently within mandates.,Negotiates complex leases and resolves ambiguous occupancy and landlord disputes.,Defines lease-management and transaction standards that others adopt.,Sets real-estate strategy and anticipates market and occupancy shifts affecting the portfolio.,Shapes real-estate and lease-management practice regarded as the benchmark.
WPL-05,Business & Corporate Functions,"Workplace, Facilities & Real Estate",Real Estate & Portfolio,Workplace portfolio strategy & site selection,Behavioral,"Sets location strategy and evaluates sites against business, cost, and talent needs.",Compiles site and portfolio data and prepares comparison materials under direction.,Evaluates standard site options and supports routine portfolio decisions independently.,Designs site-selection approaches for complex needs and resolves competing location trade-offs.,Defines portfolio-strategy and site-selection frameworks that others adopt.,Sets enterprise portfolio strategy and anticipates how location needs will evolve.,Defines leading practice for workplace portfolio strategy across the discipline.
WPL-06,Business & Corporate Functions,"Workplace, Facilities & Real Estate",Workplace Experience,Workplace experience & services,Behavioral,Designs on-site services and amenities that support productivity and employee experience.,Delivers routine workplace services and gathers user feedback following defined plans.,Manages standard workplace-experience services independently and resolves common issues.,Designs experience improvements for complex needs and resolves ambiguous service breakdowns.,Defines workplace-experience standards and service models that others adopt.,Sets workplace-experience strategy and anticipates shifts in employee expectations.,Pioneers workplace-experience practice recognized industry-wide as authoritative.
WPL-07,Business & Corporate Functions,"Workplace, Facilities & Real Estate",Workplace Experience,Sustainability & energy management,Technical,"Manages energy use, emissions, and sustainability of the built environment and operations.",Records energy and sustainability data and runs standard reports under guidance.,Manages routine energy and sustainability initiatives independently for defined targets.,Designs sustainability and energy solutions for complex sites under significant ambiguity.,Defines sustainability and energy-management frameworks that others adopt.,Sets sustainability strategy and anticipates regulatory and resource shifts affecting the portfolio.,Defines leading practice for workplace sustainability and energy across the discipline.
WPL-08,Business & Corporate Functions,"Workplace, Facilities & Real Estate","Health, Safety & Security",Environmental health & safety,Technical,Ensures safe working conditions and compliance with occupational health and safety standards.,Conducts routine safety checks and logs incidents following defined procedures.,Manages standard EHS programs and investigations independently within policy.,Resolves complex safety hazards and ambiguous compliance situations under risk.,Defines EHS standards and risk-assessment methods that others adopt.,Sets EHS strategy and anticipates emerging hazards and regulatory change.,Establishes environmental-health-and-safety practice recognized as authoritative across the field.
WPL-09,Business & Corporate Functions,"Workplace, Facilities & Real Estate","Health, Safety & Security",Physical security & access management,Technical,"Protects people and premises through access control, monitoring, and security operations.",Monitors access systems and logs incidents following defined procedures.,Manages routine physical-security operations and access controls independently.,Resolves complex security incidents and designs controls for ambiguous threats.,Defines physical-security standards and access frameworks that others adopt.,Sets physical-security strategy and anticipates emerging threats to people and assets.,Pioneers physical-security and access-management practice recognized industry-wide as authoritative.
LEG-01,Business & Corporate Functions,"Legal, Privacy & Compliance",Commercial & Transactional Law,Contract drafting & negotiation,Technical,"Draft, review, and negotiate contractual terms that allocate risk and obligations.",Drafts standard clauses from approved templates; flags deviations and negotiation points for supervising counsel review.,"Drafts and redlines routine commercial agreements independently, negotiating standard terms with normal counsel oversight.","Handles bespoke, high-ambiguity contracts and contentious negotiations autonomously; the go-to drafter for novel deal terms.",Designs clause libraries and negotiation playbooks others adopt; resolves drafting impasses that stall complex deals.,Sets the organization's contracting standards and risk posture; anticipates emerging clauses and shifts negotiation strategy.,Defines contracting best practice recognized across the profession; authors model terms others treat as market standard.
LEG-02,Business & Corporate Functions,"Legal, Privacy & Compliance",Commercial & Transactional Law,Commercial & transactional law,Technical,"Advise on the legal structuring of commercial deals, financing, and transactions.",Researches commercial-law questions and prepares routine transactional documents under close supervision.,Advises on standard commercial matters and structures routine transactions independently with normal review.,Resolves ambiguous commercial-law issues and structures non-standard deals autonomously; the local subject expert.,Defines transaction structures and risk frameworks others follow; cracks problems that stall sophisticated deals.,Sets the firm's commercial-law approach and anticipates regulatory and market shifts affecting transactions.,Shapes commercial-law practice industry-wide; externally cited authority on transactional structuring.
LEG-03,Business & Corporate Functions,"Legal, Privacy & Compliance",Commercial & Transactional Law,M&A & corporate transactions (legal),Technical,"Provide legal support for due diligence, structuring, and execution of corporate transactions.",Assembles diligence checklists and supporting documents for deals under senior supervision.,Runs defined diligence workstreams and drafts routine deal documents independently with normal review.,Manages full deal legal workstreams and negotiates complex provisions autonomously through ambiguity.,Architects deal structures and diligence approaches others adopt; resolves issues that threaten closing.,Sets the organization's M&A legal strategy; anticipates structuring and regulatory risks across the deal lifecycle.,Defines deal-execution practice recognized industry-wide; sought externally on landmark transactions.
LEG-04,Business & Corporate Functions,"Legal, Privacy & Compliance",Corporate & Regulatory Counsel,Corporate & entity governance,Technical,"Maintain legal entity structures, board governance, and statutory corporate obligations.",Maintains entity records and prepares routine corporate filings and minutes under supervision.,Manages governance for standard entities and prepares board materials independently with normal review.,Handles complex multi-entity governance and novel corporate-secretarial questions autonomously.,Designs governance structures and entity frameworks others adopt; resolves intractable governance conflicts.,Sets enterprise governance strategy and anticipates regulatory shifts affecting entity structures.,Defines governance best practice recognized across the field; externally credible authority.
LEG-05,Business & Corporate Functions,"Legal, Privacy & Compliance",Corporate & Regulatory Counsel,Regulatory & licensing compliance,Technical,"Interpret and apply sector regulations, permits, and licensing requirements to operations.",Tracks licensing requirements and prepares routine regulatory filings under supervision.,Manages standard licensing and compliance obligations independently with normal review.,Resolves ambiguous regulatory-interpretation questions and handles complex licensing autonomously.,Designs compliance approaches to novel regulation others adopt; resolves contested regulatory positions.,Sets regulatory strategy and engages regulators; anticipates emerging requirements ahead of enforcement.,Shapes regulatory practice and interpretation industry-wide; externally recognized authority.
LEG-06,Business & Corporate Functions,"Legal, Privacy & Compliance",Corporate & Regulatory Counsel,Intellectual property management,Technical,"Protect, register, and enforce trademarks, patents, copyrights, and trade secrets.",Maintains IP records and prepares routine filings and renewals under supervision.,Manages standard IP portfolios and prosecution tasks independently with normal review.,"Handles complex IP strategy, contested rights, and licensing questions autonomously.",Designs IP protection and enforcement strategies others adopt; resolves the hardest portfolio disputes.,Sets enterprise IP strategy aligned to business value; anticipates shifts in IP law and risk.,Defines IP-management practice recognized across the field; externally cited authority.
LEG-07,Business & Corporate Functions,"Legal, Privacy & Compliance",Corporate & Regulatory Counsel,Employment & labor law advisory,Technical,"Advise on workforce legal matters including hiring, conduct, terminations, and labor relations.",Researches employment questions and drafts routine policy and correspondence under supervision.,Advises on standard employment matters and handles routine cases independently with normal review.,"Resolves ambiguous, high-stakes employment disputes and complex workforce questions autonomously.",Defines employment-risk frameworks and advisory approaches others adopt; solves the hardest cases.,Sets enterprise employment-law strategy; anticipates regulatory and workforce-law shifts.,Shapes employment-law practice industry-wide; externally recognized authority.
LEG-08,Business & Corporate Functions,"Legal, Privacy & Compliance",Dispute & Litigation Management,Litigation & dispute management,Technical,"Manage litigation strategy, proceedings, and resolution of legal disputes and claims.",Supports litigation by preparing documents and tracking deadlines under close supervision.,Manages routine disputes and defined litigation tasks independently with normal review.,"Drives complex, high-exposure litigation strategy and settlement decisions autonomously.","Defines dispute-strategy frameworks others adopt; resolves the most intractable, bet-the-company matters.",Sets enterprise litigation strategy and risk appetite; anticipates emerging dispute exposures.,Defines litigation-management practice recognized across the profession; externally credible authority.
LEG-09,Business & Corporate Functions,"Legal, Privacy & Compliance",Dispute & Litigation Management,Legal hold & evidence management,Technical,"Preserve, collect, and govern records and evidence in anticipation of proceedings.",Issues standard legal-hold notices and tracks acknowledgments under supervision.,Manages routine holds and evidence-preservation processes independently with normal review.,"Designs and defends holds for complex, contested matters autonomously through ambiguity.",Defines preservation and collection methodologies others adopt; resolves spoliation-risk challenges.,Sets enterprise preservation strategy; anticipates evidentiary and regulatory shifts in discovery.,Defines evidence-preservation best practice recognized across the field; externally cited authority.
LEG-10,Business & Corporate Functions,"Legal, Privacy & Compliance",Data Protection & Privacy,Data protection & privacy law,Technical,Apply data protection and privacy legal requirements to the handling of personal information.,Researches privacy-law questions and completes routine assessments under supervision.,Advises on standard privacy matters and conducts routine assessments independently with normal review.,Resolves ambiguous cross-jurisdictional privacy questions and complex processing autonomously.,Defines privacy-law interpretation and risk frameworks others adopt; solves the hardest questions.,Sets enterprise privacy-law strategy; anticipates regulatory and enforcement shifts ahead of peers.,Shapes privacy-law practice and interpretation industry-wide; externally recognized authority.
LEG-11,Business & Corporate Functions,"Legal, Privacy & Compliance",Data Protection & Privacy,Privacy program management,Technical,"Operate the privacy governance program including rights handling, notices, and accountability.",Maintains privacy-program records and supports defined controls under supervision.,Operates standard privacy-program processes and assessments independently with normal review.,Runs a full privacy program through ambiguity and complex incidents autonomously.,Designs privacy-program architectures and operating models others adopt; resolves the hardest gaps.,Sets enterprise privacy-program strategy; anticipates regulatory and operational shifts.,Defines privacy-program best practice recognized across the field; externally credible authority.
LEG-12,Business & Corporate Functions,"Legal, Privacy & Compliance",Legal Operations & Advisory,Legal operations & matter management,Technical,"Run the legal function's intake, workflow, knowledge, and outside-counsel management.",Tracks matters and maintains legal-ops records and reports under supervision.,"Manages standard matter-intake, vendor, and reporting processes independently with normal review.",Optimizes complex matter portfolios and resolves ambiguous operational issues autonomously.,Designs legal-ops processes and metrics frameworks others adopt; solves the hardest operating problems.,Sets enterprise legal-operations strategy; anticipates shifts in delivery models and tooling.,Defines legal-operations best practice recognized across the profession; externally cited authority.
LEG-13,Business & Corporate Functions,"Legal, Privacy & Compliance",Legal Operations & Advisory,Legal advisory & business partnering,Behavioral,"Provide practical, risk-balanced legal guidance to business stakeholders on decisions.",Answers routine business questions and escalates appropriately under supervision.,Advises business stakeholders on standard matters independently with normal review.,"Provides decisive counsel on ambiguous, high-stakes business questions autonomously; the trusted go-to advisor.",Defines advisory frameworks balancing legal risk and business value that others adopt.,Sets the model for embedded legal partnering; anticipates business and legal-risk shifts.,Defines business-partnering best practice recognized across the field; externally credible authority.
RISK-01,Business & Corporate Functions,"Enterprise Risk, Audit & Governance",Enterprise Risk Management,Enterprise risk management,Technical,"Identify, assess, treat, and monitor risks across the organization within a risk appetite.",Maintains risk registers and gathers risk data under supervision.,Conducts standard risk assessments and updates registers independently with normal review.,"Assesses complex, interconnected enterprise risks and sets local methodology autonomously.",Designs the enterprise risk framework and appetite model others adopt; solves the hardest risk problems.,Sets enterprise risk strategy and appetite at board level; anticipates emerging systemic risks.,Defines enterprise-risk practice recognized industry-wide; externally cited authority.
RISK-02,Business & Corporate Functions,"Enterprise Risk, Audit & Governance",Enterprise Risk Management,Operational & financial risk assessment,Technical,"Evaluate process, operational, and financial exposures and recommend mitigating controls.",Collects data and completes defined risk-assessment templates under supervision.,Performs standard operational and financial risk assessments independently with normal review.,"Assesses complex, ambiguous operational and financial risks autonomously; the local expert.",Defines assessment methodologies and quantification models others adopt; cracks the hardest analyses.,Sets the organization's risk-assessment approach; anticipates emerging operational and financial exposures.,Defines risk-assessment best practice recognized across the field; externally credible authority.
RISK-03,Business & Corporate Functions,"Enterprise Risk, Audit & Governance",Enterprise Risk Management,Third-party & vendor risk,Technical,"Assess and monitor risks introduced by suppliers, partners, and outsourced relationships.",Completes vendor risk questionnaires and tracks assessments under supervision.,Conducts standard third-party risk assessments and monitoring independently with normal review.,"Assesses complex, high-criticality vendor and supply-chain risks autonomously through ambiguity.",Designs the third-party risk framework and tiering model others adopt; resolves the hardest exposures.,Sets enterprise third-party risk strategy; anticipates emerging supply-chain and concentration risks.,Defines third-party risk practice recognized industry-wide; externally cited authority.
RISK-04,Business & Corporate Functions,"Enterprise Risk, Audit & Governance",Compliance Program Management,Regulatory compliance program management,Technical,Design and operate programs ensuring ongoing adherence to applicable laws and regulations.,Maintains compliance-program records and supports defined controls under supervision.,Operates standard compliance-program processes and assessments independently with normal review.,Runs a full compliance program through ambiguity and complex obligations autonomously.,Designs compliance-program architectures and operating models others adopt; resolves the hardest gaps.,Sets enterprise compliance-program strategy; anticipates regulatory shifts ahead of enforcement.,Defines compliance-program best practice recognized across the field; externally credible authority.
RISK-05,Business & Corporate Functions,"Enterprise Risk, Audit & Governance",Compliance Program Management,Compliance monitoring & regulatory reporting,Technical,"Track obligations, test adherence, and prepare required regulatory submissions.",Compiles monitoring data and prepares routine regulatory reports under supervision.,Executes standard monitoring and reporting cycles independently with normal review.,Designs monitoring for complex obligations and resolves ambiguous reporting questions autonomously.,Defines monitoring and reporting methodologies others adopt; solves the hardest data and interpretation problems.,Sets enterprise monitoring and reporting strategy; anticipates shifts in regulatory expectations.,Defines compliance-monitoring best practice recognized industry-wide; externally cited authority.
RISK-06,Business & Corporate Functions,"Enterprise Risk, Audit & Governance",Internal Audit & Controls,Internal audit & controls assurance,Technical,Plan and execute independent audits to assess control effectiveness and provide assurance.,Executes defined audit test steps and documents results under supervision.,Conducts standard audits and assurance procedures independently with normal review.,"Leads complex, high-risk audits and resolves contested findings autonomously.",Defines audit methodologies and risk-based approaches others adopt; cracks the hardest engagements.,Sets the enterprise audit strategy and assurance model; anticipates emerging assurance needs.,Defines internal-audit practice recognized across the profession; externally credible authority.
RISK-07,Business & Corporate Functions,"Enterprise Risk, Audit & Governance",Internal Audit & Controls,Internal controls design & testing,Technical,"Define, document, and test control frameworks that mitigate key business risks.",Documents controls and executes defined test scripts under supervision.,Designs and tests standard controls independently with normal review.,Designs controls for complex processes and resolves ambiguous design gaps autonomously.,Defines control-design frameworks and testing methodologies others adopt; solves the hardest control problems.,Sets the enterprise control-environment strategy; anticipates emerging control and automation needs.,Defines controls-design best practice recognized industry-wide; externally cited authority.
RISK-08,Business & Corporate Functions,"Enterprise Risk, Audit & Governance","Governance, Policy & Ethics",Policy & standards governance,Technical,"Develop, approve, and maintain enterprise policies, standards, and their lifecycle.",Drafts routine policy updates from templates and tracks versions under supervision.,Develops and maintains standard policies and standards independently with normal review.,"Resolves ambiguous, cross-functional policy conflicts and authors complex standards autonomously.",Designs the policy-governance framework and lifecycle others adopt; resolves the hardest policy tensions.,Sets enterprise policy-governance strategy; anticipates emerging policy and standards needs.,Defines policy-governance best practice recognized across the field; externally credible authority.
RISK-09,Business & Corporate Functions,"Enterprise Risk, Audit & Governance","Governance, Policy & Ethics",Ethics & conduct program management,Behavioral,"Foster ethical conduct through codes, training, and a culture of integrity.",Supports ethics-program operations and tracks training and disclosures under supervision.,Operates standard ethics and conduct processes independently with normal review.,"Handles complex, sensitive conduct matters and ambiguous ethical questions autonomously.",Designs ethics-program architecture and culture measures others adopt; resolves the hardest dilemmas.,Sets enterprise ethics strategy and tone-at-the-top approach; anticipates emerging conduct risks.,Defines ethics-program best practice recognized industry-wide; externally cited authority.
RISK-10,Business & Corporate Functions,"Enterprise Risk, Audit & Governance","Governance, Policy & Ethics",Fraud prevention & investigations,Technical,"Detect, investigate, and respond to fraud, misconduct, and integrity violations.",Gathers evidence and documents investigation steps under supervision.,Conducts standard fraud investigations and control reviews independently with normal review.,"Leads complex, high-stakes investigations and ambiguous fraud schemes autonomously.",Defines investigation methodologies and fraud-detection frameworks others adopt; cracks the hardest cases.,Sets enterprise fraud-risk strategy; anticipates emerging fraud schemes and exposures.,Defines fraud-investigation best practice recognized across the profession; externally credible authority.
RISK-11,Business & Corporate Functions,"Enterprise Risk, Audit & Governance",Resilience & Continuity,Business continuity & resilience,Technical,Plan and maintain capabilities to sustain and recover critical operations during disruption.,Maintains continuity documentation and supports defined exercises under supervision.,Develops standard continuity plans and runs routine exercises independently with normal review.,"Designs resilience for complex, interdependent operations and resolves ambiguous gaps autonomously.",Defines the resilience framework and impact-analysis methodology others adopt; solves the hardest scenarios.,Sets enterprise resilience strategy; anticipates emerging disruption and concentration risks.,Defines resilience best practice recognized industry-wide; externally cited authority.
RISK-12,Business & Corporate Functions,"Enterprise Risk, Audit & Governance",Resilience & Continuity,Crisis management & response coordination,Behavioral,"Coordinate organizational response, decision-making, and communication during crisis events.",Supports crisis logistics and documentation under supervision.,Coordinates defined crisis-response tasks and communications independently with normal review.,"Leads response for complex, fast-moving crises and ambiguous decisions autonomously.",Defines crisis-response frameworks and command structures others adopt; steers the hardest crises.,Sets enterprise crisis-management strategy; anticipates emerging crisis scenarios and readiness gaps.,Defines crisis-management best practice recognized across the field; externally credible authority.
STRAT-01,Business & Corporate Functions,Corporate Strategy & Executive Leadership,Strategy Formulation,Corporate strategy formulation,Behavioral,"Define enterprise direction, scope, and competitive positioning to create durable advantage.",Gathers inputs and assembles analysis for strategy work under supervision.,Develops components of strategy and standard analyses independently with normal review.,Frames ambiguous strategic problems and shapes coherent strategy autonomously; the go-to strategist.,Defines strategy-formulation approaches others adopt; resolves the hardest strategic trade-offs.,Sets the enterprise strategic direction; anticipates major shifts reshaping the competitive landscape.,Defines corporate-strategy practice recognized industry-wide; externally cited thought leader.
STRAT-02,Business & Corporate Functions,Corporate Strategy & Executive Leadership,Strategy Formulation,Strategic planning & OKR cascading,Behavioral,Translate strategy into multi-horizon plans and cascading objectives across the enterprise.,Maintains planning artifacts and tracks objectives under supervision.,Runs standard planning cycles and cascades objectives independently with normal review.,"Designs planning for complex, interdependent units and resolves misalignment autonomously.",Defines the planning and goal-cascade methodology others adopt; fixes the hardest alignment failures.,Sets the enterprise planning operating model; anticipates shifts in how strategy translates to execution.,Defines strategic-planning best practice recognized across the field; externally credible authority.
STRAT-03,Business & Corporate Functions,Corporate Strategy & Executive Leadership,Strategy Formulation,Business model & innovation strategy,Behavioral,"Design and evolve how the organization creates, delivers, and captures value over time.",Researches business models and supports innovation analysis under supervision.,Develops standard business-model analyses and innovation cases independently with normal review.,Designs novel business models and resolves ambiguous innovation bets autonomously.,Defines business-model and innovation frameworks others adopt; cracks the hardest model problems.,Sets enterprise business-model and innovation strategy; anticipates disruptive shifts.,Defines business-model innovation practice recognized industry-wide; externally cited thought leader.
STRAT-04,Business & Corporate Functions,Corporate Strategy & Executive Leadership,Strategy Formulation,Scenario planning & strategic foresight,Technical,Anticipate future conditions through scenarios and signals to stress-test strategic choices.,Gathers signals and supports scenario documentation under supervision.,Builds standard scenarios and trend analyses independently with normal review.,"Constructs complex, ambiguous scenarios and derives strategic implications autonomously.",Defines foresight methodologies others adopt; surfaces the non-obvious futures others miss.,Sets the enterprise foresight approach; anticipates structural shifts ahead of the market.,Defines strategic-foresight best practice recognized across the field; externally credible authority.
